,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Adt_Adj_Curnt_Amt,Adt_Curnt_Amt,Adt_Curnt_Year,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,Control,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Dfo,Hp_Median_Width,Hp_Shldr_Left,Hp_Shldr_Right,Hwy_Nbr,Hwy_Sys,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Located_Fl,Located_Fl_01,Longitude,Median_Width,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Milepoint,Nbr_Of_Lane,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Pct_Combo_Trk_Adt,Pct_Single_Trk_Adt,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Ref_Mark_Displ,Ref_Mark_Nbr,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Roadbed_Width,Row_Width_Usual,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Sec_Block_Num,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Street_Name,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Section,Shldr_Width_Left,Shldr_Width_Right,Street_Name,Street_Name_2,Street_Nbr,Surf_Width,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Trk_Aadt_Pct,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
2947,N,0,15367.0,15367.0,2014.0,Y,1,N,0,N,0,1.0,2013-07-22 14:28:00,7/22/2013,N,0,13425580,40,2:28 PM,MON,0,7.861000000000001,0.0,9.0,8.0,20,SH,0,12:00 AM,Y,1,DISPATCH,2:28 PM,31.88671991,Y,1,-106.59705190000001,0.0,N,0,7.8229999999999995,4.0,4,0,TX0710200,Y,1,3.8,5.2,0,N,0,-0.18100000000000002,316,8/22/2013,N,0,N,0,65.0,100.0,6300,,N,0,,BOERDERLAND,,DONIPHAN,DR,N,0,N,0,N,0,1.0,9.0,8.0,SH0020,,6423.0,48.0,Y,1,N,0,0,9.1,Y,1,0
2948,N,0,215390.0,215390.0,2014.0,N,0,Y,1,N,0,110.0,2013-07-25 06:30:00,7/25/2013,N,0,13426198,45,6:30 AM,THU,0,60.95,28.0,0.0,10.0,45,IH,0,6:37 AM,Y,1,ON SIGHT,6:37 AM,29.9406499,Y,1,-95.41399142,28.0,N,0,36.97,8.0,2,0,TX1010000,Y,1,4.6,5.5,0,N,0,-0.096,61,7/25/2013,N,0,N,0,192.0,300.0,100,,N,0,11900,NORTH,FWY,SAM HOUSTON,PKWY,N,0,N,0,N,0,6.0,0.0,20.0,IH0045,SL0008,,120.0,Y,1,N,0,0,10.1,Y,1,0
2949,N,0,,,,N,0,N,0,N,0,,2013-07-21 02:23:00,7/21/2013,N,0,13429299,35,2:23 AM,SUN,0,,,,,1352,FM,0,2:29 AM,N,0,RADIO,2:24 AM,,N,0,,,N,0,,,0,0,TX1250100,Y,1,,,1,N,0,,,7/21/2013,N,0,N,0,,,400,1352,N,0,2100,ADAME,ST,CECILIA,RD,N,0,N,0,N,0,,,,FM1352,ADAME ST,,,N,0,N,0,1,,Y,1,1
2950,N,0,,,,Y,1,Y,1,N,0,,2013-07-27 17:30:00,7/27/2013,N,0,13429860,25,5:30 PM,SAT,0,,,,,,,0,5:52 PM,Y,1,RADIO,5:36 PM,35.69334391,Y,1,-100.63245140000001,,N,0,,,4,0,197000000,N,0,,,0,N,0,,,7/27/2013,N,0,N,0,,,600,,N,0,300,HATTIE,ST,LENORA,ST,N,0,Y,1,N,0,,,,LENORA ST,HATTIE ST,499.0,,Y,1,N,0,0,,Y,1,0
2951,N,0,8521.0,8521.0,2014.0,N,0,Y,1,N,0,73.0,2013-06-16 17:24:00,6/16/2013,N,0,13429872,35,5:24 PM,SUN,0,370.726,0.0,10.0,10.0,281,US,0,5:26 PM,Y,1,DISPATCHED,5:24 PM,28.9571228,Y,1,-98.48413848,0.0,N,0,9.982000000000001,4.0,2,1,TX0070200,Y,1,7.0,5.2,0,N,0,0.9109999999999999,576,6/16/2013,N,0,N,0,68.0,80.0,300,,N,0,200,OAKLAWN,RD,MAIN,ST,N,0,N,0,N,0,4.0,10.0,10.0,US0281,SH0097,299.0,48.0,Y,1,N,0,1,12.3,Y,1,0
2952,N,0,,,,N,0,N,0,N,0,,2013-06-19 16:14:00,6/19/2013,N,0,13431416,45,4:14 PM,WED,0,,,,,,,0,4:17 PM,Y,1,NOTIFIED BY DISPATCH,4:14 PM,,N,0,,,N,0,,,1,0,TX0310900,Y,1,,,0,N,0,,,6/19/2013,N,0,N,0,,,650,77,N,0,650,NOT REPORTED,,NOT REPORTED,,N,0,N,0,N,0,,,,BU0077,BU0077,,,N,0,N,0,0,,N,0,0
2953,N,0,,,,Y,1,N,0,N,0,,2013-06-09 11:58:00,6/9/2013,N,0,13435678,35,11:58 AM,SUN,0,,,,,2061,FM,0,12:10 PM,Y,1,DISPATCHED,11:58 AM,,N,0,,,N,0,,,4,0,1081100,Y,1,,,0,N,0,,,8/19/2013,N,0,N,0,,,800,2061,N,0,1600,SAM HOUSTON,BLVD,JACKSON,RD,N,0,N,0,N,0,,,,FM2061,W SAM HOUSTON BLVD,,,N,0,N,0,0,,N,0,0
2954,N,0,,,,N,0,Y,1,N,0,,2013-08-01 05:06:00,8/1/2013,N,0,13440542,70,5:06 AM,THU,0,,,,,468,FM,0,5:21 AM,Y,1,DISPATCHED,5:06 AM,,N,0,,,N,0,,,1,0,TX1420000,Y,1,,,0,N,0,,,8/1/2013,N,0,N,0,,,,468,Y,1,,FM 468,RD,F M 468,RD,N,0,Y,1,N,0,,,,FM0468,,,,Y,1,N,0,0,,Y,1,0
2955,N,0,4600.0,4600.0,2014.0,N,0,Y,1,N,0,297.0,2013-07-18 09:05:00,7/18/2013,N,0,13440847,30,9:05 AM,THU,0,47.15,0.0,22.0,22.0,82,US,0,9:08 AM,Y,1,POLICE DISPATCH,9:07 AM,33.179176500000004,Y,1,-102.2799712,0.0,N,0,18.237000000000002,2.0,2,0,TX2230100,Y,1,14.2,3.5,0,N,0,0.297,270,7/18/2013,N,0,N,0,68.0,100.0,400,380,N,0,100,5TH,ST,MAIN,ST,N,0,N,0,N,0,3.0,22.0,22.0,US0082,S 5TH ST,498.0,24.0,Y,1,N,0,0,17.7,Y,1,0
2956,N,0,,,,N,0,Y,1,N,0,,2013-07-06 11:06:00,7/6/2013,N,0,13441336,30,11:06 AM,SAT,0,,,,,,,0,11:13 AM,Y,1,DISPATCHED,11:07 AM,27.80443527,Y,1,-97.39480265,,N,0,,,3,0,TX1780200,N,0,,,1,N,0,,,7/6/2013,N,0,N,0,,,1300,,N,0,300,PALO ALTO,ST,CHAPARRAL,ST,N,0,N,0,N,0,,,,N CHAPARRAL ST,PALO ALTO ST,1398.0,,Y,1,N,0,1,,Y,1,0
2957,N,0,,,,Y,1,N,0,N,0,,2013-06-04 16:06:00,6/4/2013,N,0,13443823,30,4:06 PM,TUE,0,,,,,,,0,4:19 PM,Y,1,MCT DISPATCHED,4:10 PM,27.52545873,Y,1,-99.50059078,,N,0,,,0,0,TX2400100,N,0,,,1,N,0,,,9/3/2013,N,0,N,0,,,2900,,N,0,500,FRANKFORT,,SAN FRANCISCO,AVE,N,0,N,0,N,0,,,,SAN FRANCISCO AVE,,,,Y,1,N,0,1,,Y,1,0
2958,N,0,40508.0,40508.0,2014.0,N,0,N,0,N,0,200.0,2013-06-07 15:59:00,6/7/2013,N,0,13444948,75,3:59 PM,FRI,0,341.89599999999996,8.0,0.0,10.0,69,US,0,3:59 PM,Y,1,DISPATCH,3:59 PM,29.93309574,Y,1,-93.9758075,8.0,N,0,15.663,4.0,2,0,TX1230700,Y,1,7.8,1.6,2,N,0,0.39299999999999996,540,6/7/2013,N,0,N,0,68.0,310.0,7000,69,N,0,,JIMMY JOHNSON,BLVD,NOT REPORTED,,N,0,N,0,N,0,16.0,0.0,20.0,US0069,,6941.0,48.0,Y,1,N,0,2,9.4,Y,1,0
2959,N,0,,,,N,0,N,0,N,0,,2013-06-09 17:43:00,6/9/2013,N,0,13445534,75,5:43 PM,SUN,0,,,,,73,SH,0,5:43 PM,Y,1,DISPATCHED,5:43 PM,,N,0,,,N,0,,,2,0,1230700,Y,1,,,0,N,0,,,6/9/2013,N,0,N,0,,,2900,73,N,0,,9TH,AVE,S H 73,HWY,N,0,N,0,N,0,,,,SH0073,,,,Y,1,N,0,0,,Y,1,0
2960,N,0,33647.0,33647.0,2014.0,N,0,Y,1,N,0,113.0,2013-07-22 07:53:00,7/22/2013,N,0,13448941,35,7:53 AM,MON,0,3.7089999999999996,22.0,0.0,0.0,343,SL,0,8:15 AM,Y,1,DISPATCHED,7:53 AM,30.26449154,Y,1,-97.75711525,22.0,N,0,1.2919999999999998,6.0,2,0,TX2270100,Y,1,0.4,1.2,0,N,0,-0.6679999999999999,568,7/22/2013,N,0,N,0,72.0,120.0,1304,,N,0,,LAMAR,BLVD,RIVERSIDE,DR,N,0,N,0,N,0,12.0,0.0,0.0,SL0343,W RIVERSIDE DR,,72.0,Y,1,N,0,0,1.6,Y,1,0
2961,N,0,16562.0,16562.0,2014.0,N,0,Y,1,N,0,187.0,2013-07-23 11:08:00,7/23/2013,N,0,13449253,45,11:08 AM,TUE,0,277.366,0.0,10.0,10.0,36,SH,0,11:17 AM,N,0,DISPATCH,11:13 AM,30.13593572,Y,1,-96.39529833,0.0,N,0,2.144,4.0,3,0,TX2390100,Y,1,14.7,10.3,0,N,0,0.19699999999999998,576,7/23/2013,N,0,N,0,84.0,135.0,,36,N,0,,SALEM,RD,NOT REPORTED,HWY,N,0,N,0,N,0,1.0,10.0,10.0,SH0036,,,48.0,Y,1,N,0,0,25.0,Y,1,0
2962,N,0,,,,N,0,Y,1,N,0,,2013-06-28 15:22:00,6/28/2013,N,0,13451346,35,3:22 PM,FRI,0,,,,,,,0,3:30 PM,Y,1,DISPATCHED,3:24 PM,31.88583483,Y,1,-106.59341029999999,,N,0,,,2,0,TX0710200,N,0,,,0,N,0,,,6/28/2013,N,0,N,0,,,300,,N,0,6400,SONGLAND,AVE,BORDERLAND,RD,N,0,N,0,N,0,,,,E BORDERLAND RD,SONGLAND AVE,200.0,,N,0,N,0,0,,N,0,0
2963,N,0,,,,N,0,N,0,N,0,,2013-06-04 00:58:00,6/4/2013,N,0,13451355,35,12:58 AM,TUE,0,,,,,,,1,1:01 AM,Y,1,DISPACTHED,12:58 AM,31.74043623,Y,1,-106.3244209,,N,0,,,0,1,TX0710200,N,0,,,0,N,0,,,6/4/2013,N,0,N,0,,,1300,,N,0,11200,GATEWAY WEST,BLVD,LEE TREVINO,DR,N,0,N,0,N,0,,,,N LEE TREVINO DR,,,,Y,1,N,0,2,,Y,1,0
2964,N,0,,,,N,0,N,0,N,0,,2013-06-14 17:00:00,6/14/2013,N,0,13451638,35,5:00 PM,FRI,0,,,,,,,0,4:07 PM,Y,1,WALK IN TO PHRC CRC,4:07 PM,31.76712069,Y,1,-106.297753,,N,0,,,3,0,TX0710200,N,0,,,0,N,0,,,6/27/2013,N,0,N,0,,,3100,,N,0,11300,MONTWOOD,DR,TRAWOOD,DR,N,0,N,0,N,0,,,,TRAWOOD DR,,3176.0,,Y,1,N,0,0,,Y,1,0
2965,N,0,,,,N,0,N,0,N,0,,2013-06-09 02:29:00,6/9/2013,N,0,13451744,40,2:29 AM,SUN,0,,,,,,,0,2:37 AM,Y,1,DISPATCHED,2:29 AM,31.78624707,Y,1,-106.3232715,,N,0,,,1,0,TX0710200,N,0,,,0,N,0,,,6/9/2013,N,0,N,0,,,3200,,N,0,10400,IVAN HOE,,LEE TREVINO,DR,N,0,N,0,N,0,,,,N LEE TREVINO DR,IVANHOE DR,,,Y,1,N,0,0,,Y,1,0
2966,N,0,53696.0,53696.0,2014.0,N,0,N,0,N,0,15.0,2013-06-15 19:15:00,6/15/2013,N,0,13453774,45,7:15 PM,SAT,0,321.54400000000004,38.0,6.0,10.0,35,IH,0,4:19 PM,Y,1,OFFICER INITIATED,4:17 PM,31.38022647,Y,1,-97.21380794,26.0,N,0,2.227,4.0,4,0,TX1550600,Y,1,19.0,4.1,0,N,0,-5.0,322,6/15/2013,Y,1,N,0,80.0,274.0,,35,N,0,,NOT REPORTED,,IH35 322 SOUTH ENTRANCE RAMP,,N,0,Y,1,N,0,1.0,12.0,20.0,IH0035,NOT REPORTED,,48.0,Y,1,N,0,0,23.0,Y,1,0
2967,N,0,,,,N,0,N,0,N,0,,2013-07-24 23:39:00,7/24/2013,N,0,13455578,30,11:39 PM,WED,0,,,,,,,0,12:27 AM,Y,1,MCT DISPATCHED,12:23 AM,27.48699682,Y,1,-99.47648834,,N,0,,,0,0,TX2400100,N,0,,,0,N,0,,,7/25/2013,N,0,N,0,,,1100,,N,0,1900,BOULANGER,,MEADOW,AVE,N,0,N,0,N,0,,,,S MEADOW AVE,,1181.0,,Y,1,N,0,0,,Y,1,1
2968,N,0,,,,N,0,Y,1,N,0,,2013-07-16 23:00:00,7/16/2013,N,0,13460068,45,11:00 PM,TUE,0,,,,,,,0,10:37 PM,Y,1,DISPATCHED,10:33 PM,29.98465475,Y,1,-95.657013,,N,0,,,2,0,TX1010000,N,0,,,1,N,0,,,7/16/2013,N,0,N,0,,,15300,,Y,1,16000,SPRING CYPRESS,RD,HUFFMEISTER,RD,N,0,Y,1,N,0,,,,HUFFMEISTER RD,SPRING CYPRESS RD,,,Y,1,N,0,1,,Y,1,0
2969,N,0,,,,N,0,N,0,N,0,,2013-06-24 18:20:00,6/24/2013,N,0,13460716,30,6:20 PM,MON,0,,,,,,,0,6:12 PM,Y,1,ON SIGHT,6:22 PM,29.72257403,Y,1,-95.21178449,,N,0,,,3,0,TX1010000,N,0,,,0,N,0,,,6/24/2013,N,0,N,0,,,3100,,Y,1,,RED BLUFF,,FEDERAL,RD,N,0,N,0,N,0,,,,WASHBURN TUNNEL,,,,Y,1,N,0,0,,Y,1,0
2970,N,0,58884.0,58884.0,2014.0,N,0,N,0,N,0,39.0,2013-07-19 15:51:00,7/19/2013,N,0,13460971,65,3:51 PM,FRI,0,6.102,23.0,11.0,10.0,2,IH,0,3:54 PM,Y,1,RADIO,3:52 PM,26.20134378,Y,1,-98.32881875,2.0,N,0,17.689,6.0,0,0,TX1081000,Y,1,2.4,3.4,2,N,0,0.887,856,7/19/2013,N,0,N,0,114.0,300.0,100,2,N,0,500,CONWAY,AVE,EXPRESSWAY 83,EXPY,N,0,N,0,N,0,17.0,21.0,21.0,IH0002,,,72.0,Y,1,N,0,2,5.9,Y,1,0
2971,N,0,,,,N,0,N,0,N,0,,2013-06-07 20:41:00,6/7/2013,N,0,13472720,0,8:41 PM,FRI,0,,,,,83,SH,0,8:48 PM,Y,1,DISPATCH,8:41 PM,,N,0,,,N,0,,,4,0,TX0310900,Y,1,,,0,N,0,,,6/7/2013,N,0,N,0,,,,83,N,0,,NOT REPORTED,RD,SOUTH,,N,0,N,0,N,0,,,,SH0083,,,,Y,1,N,0,0,,Y,1,0
2972,N,0,,,,N,0,Y,1,N,0,,2013-08-01 17:28:00,8/1/2013,N,0,13474962,0,5:28 PM,THU,0,,,,,,,0,5:35 PM,Y,1,DISPATCH,5:28 PM,30.30702477,Y,1,-97.66551248,,N,0,,,2,1,TX2270100,N,0,,,0,N,0,,,8/1/2013,N,0,N,0,,,,,N,0,,HIGHPOINT,DR,LOYOLA,LN,N,0,N,0,N,0,,,,LOYOLA LN,HIGHPOINT CV,5000.0,,N,0,N,0,1,,Y,1,1
2973,N,0,,,,N,0,N,0,N,0,,2013-07-29 19:06:00,7/29/2013,N,0,13475011,15,7:06 PM,MON,0,,,,,,,0,7:11 PM,Y,1,DISPATCHED,7:06 PM,,N,0,,,N,0,,,2,1,TX2270100,N,0,,,0,N,0,,,7/29/2013,N,0,N,0,,,8805,,N,0,1021,PARK PLZ,,NORTH PLZ,,N,0,N,0,N,0,,,,NORTH PLZ,,,,N,0,N,0,1,,N,0,0
2974,N,0,,,,N,0,N,0,N,0,,2013-06-29 04:05:00,6/29/2013,N,0,13477907,45,4:05 AM,SAT,0,,,,,,,0,4:10 AM,Y,1,DISPATCHED,4:05 AM,33.06285558,Y,1,-96.82533669,,N,0,,,0,0,TX0430600,N,0,,,1,N,0,,,6/29/2013,N,0,N,0,,,6700,,N,0,,SPRING CREEK,PKWY,DALLAS,PKWY,N,0,N,0,N,0,,,,DALLAS PKWY,,6619.0,,Y,1,N,0,1,,Y,1,0
2975,N,0,151620.0,151620.0,2014.0,Y,1,N,0,N,0,2374.0,2013-05-24 23:00:00,5/24/2013,Y,1,13479002,60,11:00 PM,FRI,1,446.284,54.0,12.0,12.0,20,IH,0,11:35 PM,Y,1,DISPATCH,11:00 PM,32.67515402,Y,1,-97.166719,32.0,N,0,5.343,9.0,0,0,TX2200100,Y,1,6.3,2.3,0,N,0,0.207,447,9/25/2013,N,0,N,0,154.0,400.0,3800,20,N,0,,PARK SPRINGS,BLVD,NOT REPORTED,FWY,N,0,N,0,N,0,5.0,22.0,22.0,IH0020,,,110.0,Y,1,N,0,0,8.5,Y,1,0
2976,N,0,36039.0,36039.0,2014.0,Y,1,Y,1,N,0,542.0,2013-07-13 22:09:00,7/13/2013,N,0,13486473,35,10:09 PM,SAT,0,1.416,0.0,0.0,0.0,59,BU,0,10:11 PM,Y,1,RADIO DISPATCHED,10:09 PM,27.53059373,Y,1,-99.48035213,0.0,N,0,45.417,4.0,0,3,TX2400100,Y,1,19.7,5.1,0,N,0,-0.183,826,10/2/2013,N,0,N,0,68.0,70.0,1600,59,N,0,3800,MEADOW,AVE,SAUNDERS,,N,0,N,0,N,0,1.0,0.0,0.0,BU0059Z,N MEADOW AVE,1601.0,66.0,Y,1,N,0,3,24.8,Y,1,0
2977,N,0,,,,N,0,N,0,N,0,,2013-06-29 23:45:00,6/29/2013,N,0,13492302,35,11:45 PM,SAT,0,,,,,,,0,12:08 AM,Y,1,DISPATCHED,11:59 PM,32.59000862,Y,1,-96.29543216,,N,0,,,1,0,TX1290200,N,0,,,0,N,0,,,6/30/2013,N,0,N,0,,,1608,,N,0,,2ND,ST,DELLIS,ST,N,0,N,0,N,0,,,,E DELLIS ST,,1673.0,,Y,1,N,0,0,,Y,1,1
2978,N,0,5404.0,5404.0,2014.0,N,0,N,0,N,0,206.0,2013-07-08 15:30:00,7/8/2013,N,0,13497790,45,3:30 PM,MON,0,75.97800000000001,0.0,9.0,9.0,79,US,0,3:35 PM,Y,1,DISPATCH,3:33 PM,31.98202267,Y,1,-95.09459889,0.0,N,0,7.596,2.0,2,0,370200,Y,1,15.8,7.4,0,N,0,0.5670000000000001,362,7/9/2013,N,0,N,0,44.0,140.0,100,79,N,0,,NOT REPORTED,,MAIN,ST,N,0,Y,1,N,0,5.0,9.0,9.0,US0079,,,26.0,Y,1,N,0,0,23.2,Y,1,0
2979,N,0,,,,N,0,N,0,N,0,,2013-08-01 09:24:00,8/1/2013,N,0,13498091,0,9:24 AM,THU,0,,,,,,,0,9:24 AM,Y,1,DISPATCH,9:24 AM,,N,0,,,N,0,,,3,0,TX2010300,N,0,,,0,Y,1,,,8/1/2013,N,0,N,0,,,1000,,N,0,200,COMMERCE,ST,COMMERCE,,N,0,Y,1,N,0,,,,S COMMERCE,,,,Y,1,N,0,0,,N,0,0
2980,N,0,,,,N,0,N,0,N,0,,2013-07-05 14:20:00,7/5/2013,N,0,13502295,35,2:20 PM,FRI,0,,,,,,,0,2:23 PM,Y,1,BY CITIZEN,2:23 PM,29.67553482,Y,1,-95.50863418,,N,0,,,2,0,TX1015000,N,0,,,0,N,0,,,7/5/2013,N,0,N,0,,,6500,,N,0,9700,FONDREN,RD,BRAESWOOD BL,,N,0,N,0,N,0,,,,S BRAESWOOD BLVD,FONDREN RD,,,N,0,N,0,0,,N,0,0
2981,N,0,,,,N,0,N,0,N,0,,2013-07-25 06:15:00,7/25/2013,N,0,13502448,45,6:15 AM,THU,0,,,,,,,0,6:25 AM,Y,1,DISPATCHED,6:18 AM,,N,0,,,N,0,,,1,0,TX1010000,N,0,,,0,N,0,,,7/25/2013,N,0,N,0,,,10100,,Y,1,,SILVER CRESENT,RD,FALLBROOK,DR,N,0,Y,1,N,0,,,,N FALLBROOK DR,,,,Y,1,Y,1,0,,Y,1,0
2982,N,0,,,,N,0,Y,1,N,0,,2013-08-01 11:55:00,8/1/2013,N,0,13502532,30,11:55 AM,THU,0,,,,,,,0,12:15 PM,Y,1,DISPATCHED,12:09 PM,,N,0,,,N,0,,,3,0,TX1010000,N,0,,,0,N,0,,,8/2/2013,N,0,N,0,,,1231,,Y,1,13750,FW,,FREEPORT BL,,N,0,Y,1,N,0,,,,FREEPORT BL,E FW,,,Y,1,N,0,0,,Y,1,0
2983,N,0,,,,N,0,N,0,N,0,,2013-07-18 19:40:00,7/18/2013,N,0,13502976,45,7:40 PM,THU,0,,,,,,,0,7:48 PM,Y,1,DISPATCHED,7:42 PM,30.02693313,Y,1,-95.38126221,,N,0,,,2,0,TX1014900,N,0,,,0,N,0,,,7/18/2013,N,0,N,0,,,3308,,Y,1,21400,ALDINE WESTFIELD,RD,TREASCHWIG,RD,N,0,Y,1,N,0,,,,TREASCHWIG RD,,,,N,0,N,0,0,,N,0,0
2984,N,0,,,,Y,1,Y,1,Y,1,,2013-07-09 11:48:00,7/9/2013,N,0,13506512,65,11:48 AM,TUE,0,,,,,,,0,11:54 AM,Y,1,DISPATCH,11:48 AM,33.12873154,Y,1,-96.72119051,,N,0,,,1,0,TX0430100,N,0,,,1,N,0,,,7/9/2013,N,0,N,0,,,,121,N,0,2100,EXCHANGE,PKWY,NOT REPORTED,,N,0,N,0,N,0,,,,HIGHWAY 121,UNKNOWN,,,Y,1,N,0,1,,Y,1,0
2985,N,0,,,,N,0,N,0,N,0,,2013-06-14 05:45:00,6/14/2013,N,0,13508164,0,5:45 AM,FRI,0,,,,,1960,FM,0,6:11 PM,N,0,DISPATCHED,6:00 PM,,N,0,,,N,0,,,0,0,TX1010000,Y,1,,,0,Y,1,,,6/14/2013,N,0,N,0,,,12701,1960,Y,1,,ELDRIDGE,PKWY,NOT REPORTED,,N,0,Y,1,N,0,,,,FM1960,,,,Y,1,N,0,0,,N,0,1
2986,N,0,9734.0,9734.0,2014.0,N,0,Y,1,N,0,25.0,2013-07-18 14:23:00,7/18/2013,N,0,13524891,35,2:23 PM,THU,0,1.7590000000000001,0.0,8.0,8.0,90,UA,0,2:30 PM,Y,1,DISPATCHED,2:23 PM,29.56886424,Y,1,-97.9709621,0.0,N,0,11.759,4.0,4,0,TX0940300,Y,1,2.2,2.3,0,N,0,-0.237,522,7/18/2013,N,0,N,0,64.0,100.0,600,90,N,0,100,SAUNDERS,ST,COURT,ST,N,0,N,0,N,0,3.0,8.0,8.0,UA0090,S SAUNDERS ST,,48.0,Y,1,N,0,0,4.5,Y,1,0
2987,N,0,,,,N,0,N,0,N,0,,2013-06-23 15:42:00,6/23/2013,N,0,13535183,35,3:42 PM,SUN,0,,,,,,,0,3:42 PM,Y,1,DISPATCHED,1:39 PM,,N,0,,,N,0,,,2,0,TX1010000,N,0,,,0,N,0,,,6/23/2013,N,0,N,0,,,5000,,Y,1,11700,US 59 SERVICE ROAD,RD,MT HOUSTON ROAD,ST,N,0,Y,1,N,0,,,,E MT HOUSTON ROAD ST,,,,N,0,N,0,0,,N,0,0
2988,N,0,,,,N,0,N,0,N,0,,2013-07-23 09:45:00,7/23/2013,N,0,13535421,0,9:45 AM,TUE,0,,,,,,,0,10:31 PM,Y,1,DISPATCHED,10:01 PM,,N,0,,,N,0,,,5,0,TX1010000,N,0,,,0,Y,1,,,7/23/2013,N,0,N,0,,,,,Y,1,12434,SH 249,,ANTOINE,DR,N,0,Y,1,N,0,,,,ANTOINE DR,,,,N,0,N,0,0,,N,0,0
2989,N,0,,,,N,0,N,0,N,0,,2013-07-27 00:53:00,7/27/2013,N,0,13535443,35,12:53 AM,SAT,0,,,,,,,0,1:13 AM,Y,1,DISPATCHED,12:54 AM,29.766874800000004,Y,1,-95.54881304,,N,0,,,1,0,TX1015000,N,0,,,0,N,0,,,7/27/2013,N,0,N,0,,,12407,,N,0,400,FROSTWOOD,,RIP VAN WINKLE,,N,0,N,0,N,0,,,,RIP VAN WINKLE DR,,12498.0,,Y,1,N,0,0,,Y,1,0
2990,N,0,84833.0,84833.0,2014.0,N,0,Y,1,Y,1,50.0,2013-07-23 06:00:00,7/23/2013,N,0,13535583,35,6:00 AM,TUE,0,258.947,20.0,10.0,10.0,290,US,0,6:55 AM,Y,1,DISPATCHED,6:35 AM,29.93658996,Y,1,-95.64996723,2.0,N,0,19.021,6.0,2,0,TX1010000,Y,1,7.4,5.1,0,N,0,-0.073,724,7/23/2013,N,0,N,0,106.0,330.0,11000,,Y,1,22000,NORTHWEST,HWY,TELGE,RD,N,0,Y,1,N,0,6.0,18.0,15.0,US0290,TELGE RD,,72.0,Y,1,N,0,0,12.4,Y,1,0
2991,N,0,30557.0,30557.0,2014.0,N,0,Y,1,N,0,1006.0,2013-07-08 23:15:00,7/8/2013,N,0,13536407,40,11:15 PM,MON,0,42.698,0.0,0.0,0.0,529,FM,0,11:32 PM,Y,1,DISPATCHED,11:25 PM,29.87954727,Y,1,-95.60860304,0.0,N,0,15.024000000000001,2.0,1,0,TX1010000,Y,1,8.0,2.8,1,N,0,-0.955,672,7/8/2013,N,0,N,0,24.0,120.0,7000,,Y,1,13100,NOT REPORTED,,ELDRIDGE,PKWY,N,0,Y,1,N,0,1.0,0.0,0.0,FM0529,N ELDRIDGE PKWY,,23.0,Y,1,N,0,1,10.7,Y,1,0
2992,N,0,,,,N,0,Y,1,N,0,,2013-07-01 22:58:00,7/1/2013,N,0,13536509,35,10:58 PM,MON,0,,,,,,,0,11:02 PM,Y,1,DISPATCHED,10:58 PM,30.01330476,Y,1,-95.74860298,,N,0,,,2,0,TX1014900,N,0,,,0,N,0,,,7/1/2013,N,0,N,0,,,21000,,Y,1,18000,OCHRE PARK,LN,CUMBERLAND RIDGE,DR,N,0,Y,1,N,0,,,,CUMBERLAND RIDGE DR,OCHRE PARK LN,,,Y,1,N,0,0,,Y,1,0
2993,N,0,21642.0,21642.0,2014.0,N,0,Y,1,N,0,176.0,2013-06-21 22:35:00,6/21/2013,N,0,13560871,35,10:35 PM,FRI,0,208.15200000000002,0.0,4.0,4.0,59,US,0,10:37 PM,Y,1,DISPATCHED,10:35 PM,30.99688339,Y,1,-94.82725525,0.0,N,0,9.083,4.0,4,0,TX1870400,Y,1,27.2,3.0,1,N,0,-0.934,414,6/22/2013,N,0,N,0,60.0,95.0,100,59,N,0,100,2ND,ST,HOME,ST,N,0,Y,1,N,0,4.0,4.0,4.0,US0059,US0287,101.0,48.0,Y,1,N,0,1,30.2,Y,1,0
